name_correct,name_source,woj
"""BUD-LEP LEPIARCZYK SPÓŁKA JAWNA""","""BUD-LEP LEPIARCZYK SPÓŁKA JAWNA""",24
"""BUD-LEP LEPIARCZYK SPÓŁKA JAWNA""",BUD-LEP Lepiarczyk s.j.,24
"""BUD-LEP LEPIARCZYK SPÓŁKA JAWNA""",BUD-LEP Lepiarczyk Sp.J.,24
"""BUDGIPS"" RAFAŁ PATYK, SŁAWOMIR SAK SPÓŁKA JAWNA","""BUDGIPS"" RAFAŁ PATYK, SŁAWOMIR SAK SPÓŁKA JAWNA",12
"""BUDGIPS"" RAFAŁ PATYK, SŁAWOMIR SAK SPÓŁKA JAWNA","BUDGIPS Rafał Patyk, Sławomir Sak Sp. J. ",12
"""BUDO-SERW"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",BUDO SERW Sp. z o.o.,24
"""BUDO-SERW"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Budo-Serw Sp. z o. o.,24
"""BUDWEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""BUDWEX"" Spółka Akcyjna",24
"""BUDWEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Budwex Sp. z o.o.,24
"""BUDWEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",BUDWEX SP. Z O.O.,24
"""BUDWOJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWA","""BUDWOJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWA",26
"""BUDWOJ SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ"" SPÓŁKA KOMANDYTOWA",„BUDWOJ Spółka z ograniczoną odpowiedzialnością” spółka komandytowa,26
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""CARREFOUR POLSKA""  SP.Z.O.O.",14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""Carrefour Polska"" Sp. z o.o.",14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Carrefour Polska,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CARREFOUR POLSKA SP Z O.O  UL TARGOWA 72 03-737 WARSZAWA /RAST SUPERMARKET6 OLSZTYN UL KANTA 10,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CARREFOUR POLSKA Sp zo.o.,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Carrefour Polska Sp. z o. o.,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CARREFOUR POLSKA Sp. z o. o.,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Carrefour Polska Sp. z o.o.,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Carrefour Polska SP. Z O.O.,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Carrefour Polska Sp. z o.o. ,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CARREFOUR POLSKA Sp. z o.o. / Ahold Polska Sp.z o.o,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CARREFOUR POLSKA SP. ZO.O.,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Carrefour Polska sp.z o.o,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CARREFOUR POLSKA SP.Z O.O.,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Carrefour Polska Spółka z o.o. ,14
"""CARREFOUR POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CARREFOUR POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,14
"""CENTRUM OCHRONY SECURITY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""CENTRUM OCHRONY SECURITY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",24
"""CENTRUM OCHRONY SECURITY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Centrum Ochrony Security Sp. z .o.o.,24
"""CENTRUM OCHRONY SECURITY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Centrum Ochrony Security Sp. z o. o. ,24
"""CENTRUM OCHRONY SECURITY"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Centrum Ochrony SECURITY Sp.z o.o.,24
"""CHATA KARCZOWISKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""CHATA KARCZOWISKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA",02
"""CHATA KARCZOWISKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Chata Karczowiska Sp. z o.o. Sp.K.,02
"""CHEMADIN EXPORT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CHEMADIN EXPORT Sp. z o.o. Kielce,26
"""CHEMADIN EXPORT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","Chemadin Export Sp. z o.o., ul. Nowy Świat 28 Kielce",26
"""CHRUPEK"" SPÓŁKA JAWNA","""Chrupek"" Przedsiębiorstwo Produkcyjno Handlowo Usługowe F.P.T. Miedzińscy Sp. j.",30
"""CHRUPEK"" SPÓŁKA JAWNA","""CHRUPEK"" PRZEDSIĘBIORSTWO PRODUKCYJNO-HANDLOWO-USŁUGOWE F.P.T. MIEDZIŃSCY SPÓŁKA JAWNA",30
"""CLEANER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""CLEANER"" Sp.z o.o",10
"""CLEANER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CLEANER sp. z o.o.,10
"""CLEANER"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",CLEANER Sp. z o.o.,10
"""COMFORT"" SPÓŁKA AKCYJNA",GOLDBECK COMFORT  SP. Z O.O./COMFORT S.A.,02
"""COMFORT"" SPÓŁKA AKCYJNA",Goldbeck Comfort Sp. z o.o.,02
"""CREO"" JAN DOBOSZ","""CREO"" JAN DOBOSZ",22
"""CREO"" JAN DOBOSZ",CREO Jan Dobosz,22
"""CREO"" JAN DOBOSZ",CREO JAN DOBOSZ,22
"""CREO"" JAN DOBOSZ","Sklepy  ""Creo""  Jan Dobosz  Sztum",22
"""CUKIERNIA KLEMENTYNKA"" MIROSŁAW SIERADZKI",Cukiernia Klementynka,14
"""CUKIERNIA KLEMENTYNKA"" MIROSŁAW SIERADZKI",Cukiernia Klementynka Mirosław Sieradzki,14
"""CUKIERNIA"" JERZY WÓJCIK","""CUKIERNIA"" JERZY WÓJCIK",06
"""CUKIERNIA"" JERZY WÓJCIK",Cukiernia Jerzy Wójcik,06
"""CZAJKA PRODUCENT DRZWI I MEBLI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",Czajka Producent Drzwi i Mebli Sp. Z.O.O.,14
"""CZAJKA PRODUCENT DRZWI I MEBLI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",CZAJKA PRODUCENT DRZWI I MEBLI SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,14
"""CZECHANOWICZ - EKOLOGIA I ZIELEŃ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚC","""CZECHANOWICZ - EKOLOGIA I ZIELEŃ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",24
"""CZECHANOWICZ - EKOLOGIA I ZIELEŃ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚC",CZECHANOWICZ EKOLOGIA I ZIELEŃ,24
"""CZECHANOWICZ - EKOLOGIA I ZIELEŃ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚC",CZECHANOWICZ EKOLOGIA I ZIELEŃ SP. Z O.O,24
"""CZECHANOWICZ - EKOLOGIA I ZIELEŃ"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚC",CZECHANOWICZ EKOLOGIA I ZIELEŃ SP. Z O.O.,24
"""D&H ENGINEERING POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""D&H ENGINEERING POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",22
"""D&H ENGINEERING POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",D&H Engineering Poland Sp. z o.o. ,22
"""DAN POL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""DAN POL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",24
"""DAN POL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DAN POL Sp. z o.o.,24
"""DAN POL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Dan Pol Sp. z o.o. ,24
"""DATA NET"" JAROSŁAW JAGODZIŃSKI I WSPÓLNICY SPÓŁKA JAWNA",DATA NET JAROSŁAW JAGODZIŃSKI I WSPÓLNICY,14
"""DATA NET"" JAROSŁAW JAGODZIŃSKI I WSPÓLNICY SPÓŁKA JAWNA",DATA NET JAROSŁAW JAGODZIŃSKI I WSPÓLNICY SPÓŁKA JAWNA,14
"""DCT GDAŃSK"" SPÓŁKA AKCYJNA","""DCT GDAŃSK"" S.A.",22
"""DCT GDAŃSK"" SPÓŁKA AKCYJNA",DCT GDAŃSK SPÓŁKA AKCYJNA,22
"""DEA METALLTECHNIK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DEA Metalltechnik Sp. z o.o.,32
"""DEA METALLTECHNIK"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DEA METALLTECHNIK SP. Z O.O. W BORZYMIU,32
"""DENIQUE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DENIQUE Sp z o.o.,14
"""DENIQUE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Denique Sp. z o.o.,14
"""DEO"" DEONIZIAK SPÓŁKA JAWNA","""DEO"" DEONIZIAK SPÓŁKA JAWNA",20
"""DEO"" DEONIZIAK SPÓŁKA JAWNA",Sklep spożywczy Żak,20
"""DERKSEN POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""DERKSEN POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",24
"""DERKSEN POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DERKSEN POLSKA Sp. z o.o.,24
"""DHL EXEL SUPPLY CHAIN (POLAND)"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""DHL EXEL SUPPLY CHAIN (POLAND)"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",14
"""DHL EXEL SUPPLY CHAIN (POLAND)"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DHL Exel Supply Chain Poland Sp. z o.o.,14
"""DIAMENTPOL"" G.KOWALCZYK, J.PIJEWSKI SPÓŁKA JAWNA",Diamentpol,24
"""DIAMENTPOL"" G.KOWALCZYK, J.PIJEWSKI SPÓŁKA JAWNA",DIAMENTPOL SP.J.,24
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" S. A.",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" S. A. ",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" S.A",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""Dino Polska"" S.A.",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" S.A.",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" Sp. z o.o.",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" Spółka Akcyjna",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" SPÓŁKA AKCYJNA",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","""DINO POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",Dino Polska  S.A.,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA  SA,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA S A,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA S. A.,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",Dino Polska S.A,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA S.A,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",Dino Polska S.A.,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO Polska S.A.,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA S.A.,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA S.A. ,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO Polska S.A. Krotoszyn,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA S.A. KROTOSZYN,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","DINO POLSKA S.A. ul. Ostrowska 122, 63-700 Krotoszyn",30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA S.A.- Krotoszyn,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",Dino Polska SA,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA SA,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO Polska Sp. z o.o.,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",Dino Polska Spółka Akcyjna,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA Spółka Akcyjna,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA SPÓŁKA AKCYJNA,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA",DINO POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,30
"""DINO POLSKA"" SPÓŁKA AKCYJNA","DINO POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",30
"""DIONIZOS"" S.C. JOANNA KOŁSUT, TOMASZ KOŁSUT,MACIEJ KOŁSUT","""DIONIZOS"" S.C. JOANNA KOŁSUT, TOMASZ KOŁSUT,MACIEJ KOŁSUT",14
"""DIONIZOS"" S.C. JOANNA KOŁSUT, TOMASZ KOŁSUT,MACIEJ KOŁSUT","DIONIZOS S.C.Joanna Kołsut,Jarosław Kołsut,Maciej Kołsut",14
"""DOM-MAK"" DĄBROWSKI JERZY","""DOM-MAK"" Dąbrowski Jerzy",06
"""DOM-MAK"" DĄBROWSKI JERZY",DOM-MAK DĄBROWSKI JERZY,06
"""DOMI""FIRMA HANDLOWA KINGA GLIWNA",DOMI FIRMA HANDLOWA K.GLIWNA,10
"""DOMI""FIRMA HANDLOWA KINGA GLIWNA",DOMI FIRMA HANDLOWA Kinga Gliwna,10
"""DOMO-SYSTEM"" BOŻENA I ZBIGNIEW LISOWSCY SPÓŁKA JAWNA","""DOMO-SYSTEM"" BOŻENA I ZBIGNIEW LISOWSCY SPÓŁKA JAWNA",06
"""DOMO-SYSTEM"" BOŻENA I ZBIGNIEW LISOWSCY SPÓŁKA JAWNA",DOMO-SYSTEM BOŻENA I ZBIGNIEW LISOWSCY SPÓŁKA JAWNA,06
"""DONGSEO DISPLAY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",Dongseo Display Poland Sp. z o.o.,02
"""DONGSEO DISPLAY POLAND SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ""",DONGSEO DISPLAY POLAND SP. Z O.O.,02
"""DRAGONGAZ"" - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""DRAGONGAZ"" - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",02
"""DRAGONGAZ"" - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Dragongaz Sp. Z.O.O,02
"""DROGOWIEC - PL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""DROGOWIEC - PL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",26
"""DROGOWIEC - PL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Drogowiec-PL Sp zo.o.,26
"""DROSED SUROWIEC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Drosed Surowiec sp z o.o.,14
"""DROSED SUROWIEC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DROSED SUROWIEC SP Z O.O.,14
"""DROSED SUROWIEC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Drosed Surowiec sp. z o.o.,14
"""DROSED SUROWIEC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DROSED SUROWIEC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,14
"""DROSED"" SPÓŁKA AKCYJNA","""DROSED"" SPÓŁKA AKCYJNA",14
"""DROSED"" SPÓŁKA AKCYJNA",bhf,14
"""DUBIMEX"" ZAKŁAD PRZETWÓRSTWA MIĘSA SPÓŁKA JAWNA ZYGMUNT DUBIELAK","""DUBIMEX"" ZAKŁAD PRZETWÓRSTWA MIĘSA SPÓŁKA JAWNA ZYGMUNT DUBIELAK",14
"""DUBIMEX"" ZAKŁAD PRZETWÓRSTWA MIĘSA SPÓŁKA JAWNA ZYGMUNT DUBIELAK",DUBIMEX Zakład Przetwórstwa Mięsa Spółka Jawna Zygmunt Dubielak,14
"""DUBIMEX"" ZAKŁAD PRZETWÓRSTWA MIĘSA SPÓŁKA JAWNA ZYGMUNT DUBIELAK",DUBIMEX Zakład Przetwórstwa Mięsnego sp.j. Z.Dubielak,14
"""DURING POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""DURING POLSKA"" Spółka z o.o.",24
"""DURING POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",DURING POLSKA Sp. z o. o.,24
"""EJOT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA""","""EJOT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA""",24
"""EJOT POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA""",EJOT Polska Sp.z.o.o. Sp. k.,24
"""EKO-NATURA"" ADAM MORAWSKI I JAROSŁAW KOTARSKI SPÓŁKA JAWNA","Eko - Natura Sp. J. Adam Morawski, Jarosław Kotarski",16
"""EKO-NATURA"" ADAM MORAWSKI I JAROSŁAW KOTARSKI SPÓŁKA JAWNA",EKO-NATURA SP.J. ADAM MORAWSKI JAROSŁAW KOTARSKI OPOLE,16
"""EKO"" M.GOLIK, J.KONSEK, A.SERWOTKA SPÓŁKA JAWNA","""EKO"" M.GOLIK, J.KONSEK, A.SERWOTKA SPÓŁKA JAWNA",24
"""EKO"" M.GOLIK, J.KONSEK, A.SERWOTKA SPÓŁKA JAWNA","EKO M. GOLIK, J. KONSEK, A. SERWOTKA SPÓŁKA JAWNA",24
"""EKOCERAMIKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Ekoceramika Spółka z o.o.,02
"""EKOCERAMIKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",EKOCERAMIKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,02
"""EKOM"" MACIEJCZYK SPÓŁKA JAWNA","""EKOM"" Maciejczyk Sp. J.",26
"""EKOM"" MACIEJCZYK SPÓŁKA JAWNA","""EKOM"" MACIEJCZYK SPÓŁKA JAWNA",26
"""EKONAFT"" - BOLESŁAWIEC - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""EKONAFT"" BOLESŁAWIEC SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",02
"""EKONAFT"" - BOLESŁAWIEC - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",EKONAFT - Bolesławiec Sp. z o.o.,02
"""EKONAFT"" - BOLESŁAWIEC - SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Ekonaft-Bolesławiec Sp. z  o.o,02
"""EKOPROD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""EKOPROD"" Sp. z o. o.",24
"""EKOPROD"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Ekoprod Sp. z o.o. ,24
"""ELBEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""ELBEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",18
"""ELBEX"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",ELBEX SP. Z O.O.,18
"""ELECTROLUX POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""Electrolux Poland"" Sp. z o.o.",14
"""ELECTROLUX POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Electrolux Poland sp. z o.o. oddział w Oławie,14
"""ELECTROLUX POLAND"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Electrolux Poland Spółka z o.o.,14
"""ELEKTROINSTAL"" ANDRZEJ SMARDZEWSKI SPÓŁKA JAWNA",Elektroinstal Andrzej Smardzewski Sp. J.,14
"""ELEKTROINSTAL"" ANDRZEJ SMARDZEWSKI SPÓŁKA JAWNA",Elektroinstal Sp. J. Andrzej Smardzewski,14
"""ELEKTROMONTAŻ- LUBLIN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""ELEKTROMONTAŻ- LUBLIN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",06
"""ELEKTROMONTAŻ- LUBLIN"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Elektromontaż-Lublin Sp. z o.o.,06
"""ELEMONT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""ELEMONT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",16
"""ELEMONT"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",ELEMONT SP. Z O. O.,16
"""ELICA GROUP POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Elica Group Polska Sp. z o.o.,02
"""ELICA GROUP POLSKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",ELICA GROUP POLSKA Sp. z o.o.,02
"""ELPOL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA","""Elpol"" Spółka z ograniczoną odpowiedzialnością spółka komandytowa",10
"""ELPOL"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA",Elpol Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,10
"""ELPOLOGISTYKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""ELPOLOGISTYKA"" Sp. z o.o. Zawada",26
"""ELPOLOGISTYKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",ELPOLOGISTYKA SP. Z O.O.,26
"""EMKO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""EMKO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",30
"""EMKO"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",EMKO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,30
"""ENERGOMONTAŻ ŚWIĘTOCHŁOWICE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""ENERGOMONTAŻ ŚWIĘTOCHŁOWICE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",24
"""ENERGOMONTAŻ ŚWIĘTOCHŁOWICE"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",Energomontaż Świętochłowice Sp. z o.o.,24
"""ENERGOPOL-SZCZECIN"" SPÓŁKA AKCYJNA","""ENERGOPOL-SZCZECIN"" Spółka Akcyjna",32
"""ENERGOPOL-SZCZECIN"" SPÓŁKA AKCYJNA",ENERGOPOL-SZCZECIN S.A,32
"""ENKO"" SPÓŁKA AKCYJNA","""ENKO"" S. A.",24
"""ENKO"" SPÓŁKA AKCYJNA","""ENKO"" SPÓŁKA AKCYJNA",24
"""ERA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""ERA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",24
"""ERA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ","""ERA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ (Zakład Pracy Chronionej)",24
"""ERA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",ERA Sp. z o.o.,24
